ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
00187750,$5.00,4,12,2,7,$10.00,$8.75,$10.83,18,53,7,15,23,2,6,9,"$95,800",35,$0
00187691,$10.00,5,9,2,5,$6.00,$5.20,$4.22,18,44,6,14,16,2,6,8,"$87,200",26,$0
00018953,$11.00,6,15,3,11,$11.00,$10.00,$7.33,17,113,13,32,66,6,15,27,"$109,300",29,"$73,728"
00190387,$25.00,1,3,1,2,$25.00,$25.00,$18.33,19,43,4,12,15,2,6,8,"$198,900",30,$0
00019020,$19.00,3,5,2,3,$10.00,$17.00,$16.20,15,41,14,35,39,6,16,15,"$158,800",31,"$47,598"
00025214,$25.00,2,6,0,3,$15.00,$15.00,$12.00,25,57,11,33,46,6,6,20,"$182,300",40,"$47,598"
00019071,$5.00,10,35,7,21,$5.00,$5.10,$5.00,17,126,12,31,78,6,17,33,"$69,700",26,"$51,815"
00056773,$8.00,7,14,4,7,$5.00,$10.14,$8.71,20,56,12,32,43,4,14,18,"$70,700",17,"$47,385"
00019208,$18.00,3,12,1,4,$20.00,$18.00,$11.08,15,80,13,33,59,6,15,23,"$67,000",0,"$47,572"
00019235,$25.00,1,6,0,2,$20.00,$20.00,$15.33,20,79,13,29,55,4,4,20,"$53,800",37,"$40,567"
00019260,$17.50,2,4,1,2,$16.00,$13.00,$8.00,16,74,12,26,34,5,10,13,"$61,000",39,"$42,620"
00019323,$16.87,1,4,1,2,$42.00,$42.00,$31.75,24,65,11,31,48,6,15,19,"$74,000",37,"$66,080"
00019490,$10.00,3,14,1,8,$10.00,$10.00,$10.43,18,129,13,34,65,6,16,30,"$73,900",47,"$67,850"
00019510,$12.50,2,4,1,2,$15.00,$13.00,$11.00,16,105,10,20,35,4,7,13,"$244,100",45,"$85,664"
00019581,$25.00,2,34,1,17,$25.00,$25.00,$6.65,20,124,13,33,76,6,16,33,"$82,100",37,"$53,204"
00019664,$10.00,2,2,2,2,$21.00,$18.00,$18.00,17,24,13,23,21,6,11,9,"$228,200",32,"$85,823"
00018948,$17.00,2,15,2,7,$15.00,$15.50,$13.40,24,81,12,32,55,6,17,23,"$113,600",21,"$57,708"
00019499,$20.00,1,2,1,1,$25.00,$25.00,$22.50,16,31,16,30,27,6,12,10,"$85,400",20,$0
00020031,$50.00,1,1,1,1,$50.00,$50.00,$50.00,17,17,11,16,14,5,7,6,"$75,400",27,"$40,669"
00020015,$20.00,1,8,0,2,$21.00,$21.00,$13.38,23,63,12,31,53,6,6,20,"$97,300",31,$0
00020065,$40.00,2,7,0,3,$24.00,$32.00,$20.86,25,77,13,32,56,6,6,21,"$72,200",28,$0
00020167,$25.00,3,3,3,3,$25.00,$18.33,$18.33,17,35,13,30,29,6,15,13,"$45,100",22,$0
00020194,$10.00,5,5,4,4,$7.00,$6.20,$6.20,15,28,13,25,24,5,10,9,"$39,900",32,"$34,923"
00020237,$13.00,1,15,0,12,$13.00,$13.00,$6.27,26,129,9,28,69,4,4,28,"$67,400",29,"$39,564"
00019986,$10.00,5,8,3,5,$10.00,$10.00,$9.00,16,45,14,34,38,6,15,15,"$39,700",2,"$29,717"
00020302,$1.00,8,34,6,17,$3.00,$4.88,$3.82,15,93,13,31,68,6,17,27,"$40,100",22,"$36,932"
00020338,$12.50,2,11,0,5,$11.00,$8.00,$8.64,16,113,13,31,68,5,5,27,"$199,100",64,"$66,263"
00147529,$20.00,2,8,1,4,$25.00,$27.50,$25.00,25,104,13,32,55,6,16,24,"$27,900",21,"$30,432"
00020401,$30.00,2,6,2,4,$20.00,$22.50,$16.17,26,57,11,33,46,5,16,19,"$47,600",22,"$41,771"
00020438,$10.00,6,7,2,2,$10.00,$7.33,$7.14,15,33,14,32,32,6,15,13,"$50,900",34,"$31,004"
00020445,$20.00,2,5,0,2,$25.00,$22.50,$17.60,16,68,12,29,48,5,5,18,"$57,200",32,"$31,004"
00020488,$14.00,3,18,2,10,$10.00,$9.33,$6.22,16,67,13,31,54,5,14,21,"$42,500",34,"$26,953"
00020522,$15.00,1,1,1,1,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,"$120,300",46,"$52,238"
00020583,$14.00,4,15,3,8,$13.00,$12.00,$8.13,18,111,14,28,63,6,13,24,"$81,000",41,"$65,734"
00020625,$25.00,3,6,0,0,$15.00,$15.00,$12.00,20,56,7,28,37,4,4,15,"$68,000",38,"$45,294"
00020631,$20.00,5,11,3,6,$15.00,$9.60,$7.36,15,56,12,31,44,5,14,18,"$61,500",31,"$44,082"
00020645,$10.00,1,12,0,6,$10.00,$10.00,$11.33,25,82,10,29,58,5,5,23,"$40,500",22,$0
00020691,$10.00,2,3,2,2,$10.00,$7.50,$7.00,17,21,13,21,21,6,10,8,"$54,800",30,"$39,344"
00020773,$5.00,8,22,7,13,$5.00,$5.00,$4.91,22,64,12,31,53,6,17,22,"$47,500",25,"$35,515"
00020802,$25.00,1,1,1,1,$15.00,$15.00,$15.00,24,24,7,17,15,3,7,6,"$43,600",30,"$30,786"
00020853,$10.00,5,16,5,12,$11.00,$9.40,$6.88,15,130,11,30,71,4,14,30,"$152,100",62,$0
00020966,$20.00,4,5,3,4,$20.00,$18.75,$19.00,26,41,10,32,35,5,16,15,"$58,800",32,"$40,184"
00021097,$25.00,2,2,1,1,$20.00,$15.00,$15.00,21,32,11,27,28,4,11,10,"$62,300",37,"$43,353"
00021135,$5.00,4,34,1,16,$5.00,$6.25,$7.24,16,111,13,30,63,5,13,26,"$69,400",47,$0
00021144,$6.00,8,32,7,22,$8.00,$6.25,$6.31,17,120,14,35,82,6,17,33,"$82,700",33,$0
00190778,$20.00,3,5,0,1,$10.00,$8.33,$7.00,18,74,7,18,32,4,4,11,"$87,500",33,"$45,666"
00021204,$8.00,6,22,5,10,$11.00,$8.33,$6.41,17,98,14,34,69,6,17,32,"$67,500",33,"$52,027"
00021244,$12.00,5,13,2,7,$12.00,$12.00,$10.31,19,85,15,37,63,6,17,25,"$82,800",34,$0
00021259,$15.00,1,23,0,11,$10.00,$10.00,$12.48,15,130,10,25,73,3,3,29,"$71,600",23,"$48,516"
00021305,$10.00,2,3,2,2,$10.00,$7.50,$8.33,15,21,13,20,19,5,8,7,"$41,500",28,"$40,024"
00021587,$6.00,7,13,4,7,$5.00,$5.71,$5.23,17,79,14,34,52,6,16,22,$0,29,"$49,981"
00021386,$10.00,6,12,5,7,$15.00,$9.83,$7.83,17,63,15,34,50,6,15,19,"$49,800",22,"$39,725"
00021373,$7.00,4,6,4,5,$5.00,$5.50,$5.17,16,27,15,27,24,6,12,10,"$49,800",22,"$39,725"
00001012,$15.00,7,28,5,17,$13.00,$15.43,$12.21,5,122,28,48,114,11,22,45,"$113,300",32,"$42,061"
00021463,$11.00,3,8,2,4,$12.00,$10.67,$9.25,18,113,14,31,55,6,14,23,"$49,900",29,"$42,061"
00190326,$10.00,2,12,2,9,$10.00,$10.00,$5.58,21,89,4,12,32,2,6,15,"$50,000",22,$0
00190157,$15.00,3,7,1,3,$16.00,$14.00,$9.86,15,45,3,11,16,2,6,8,"$60,300",20,$0
00062585,$25.00,2,2,1,1,$25.00,$14.00,$14.00,15,29,9,13,14,2,3,4,"$58,100",37,"$37,083"
00021539,$3.00,8,29,4,14,$3.00,$3.25,$3.66,18,113,13,32,74,6,16,29,"$99,600",34,"$50,679"
00021659,$10.00,5,8,3,3,$6.00,$8.40,$7.88,18,40,12,31,35,6,15,14,"$50,200",26,"$45,788"
00021710,$10.00,2,19,0,13,$10.00,$11.00,$9.53,18,130,11,30,73,4,4,30,"$60,000",33,"$43,073"
00021762,$8.00,7,20,3,9,$6.00,$6.14,$5.50,16,105,7,27,63,3,13,25,"$52,900",27,"$36,151"
00021769,$9.00,4,4,2,2,$10.00,$8.00,$8.00,17,32,12,26,25,6,12,10,"$59,800",36,"$41,358"
00021802,$20.00,1,14,1,9,$20.00,$20.00,$8.50,23,127,12,31,75,6,15,31,"$58,600",38,"$38,069"
00021815,$5.00,4,5,2,2,$6.00,$5.75,$5.80,15,21,15,23,20,6,10,8,"$54,800",37,"$38,069"
00021922,$20.00,2,28,1,12,$20.00,$20.00,$15.54,21,128,13,34,89,6,17,35,"$84,400",25,"$48,269"
00021966,$6.00,6,25,5,14,$6.00,$6.00,$5.92,19,101,11,31,73,5,15,27,"$82,400",37,"$51,658"
00190391,$16.00,5,8,4,6,$17.00,$16.00,$14.75,17,56,4,12,19,2,6,10,"$34,700",22,$0
00022098,$2.00,11,54,7,25,$3.00,$2.73,$2.44,17,128,10,27,76,5,15,32,"$52,900",35,"$41,424"
00022119,$10.00,3,14,2,7,$10.00,$10.00,$9.43,18,74,15,36,54,6,16,21,"$50,800",28,"$28,785"
00022150,$5.00,4,15,3,10,$7.00,$5.50,$3.80,16,122,13,34,63,6,16,31,"$63,900",35,"$40,186"
00022149,$20.00,2,12,1,8,$20.00,$20.00,$9.25,23,112,11,29,67,5,13,28,"$63,900",30,"$40,186"
00022176,$12.00,4,15,4,11,$13.00,$11.50,$9.13,20,102,13,32,71,6,16,28,"$47,400",31,$0
00022206,$25.00,1,18,0,11,$25.00,$25.00,$14.50,24,123,9,27,74,4,4,30,"$89,700",0,$0
00022188,$20.00,2,3,2,2,$6.00,$11.00,$9.33,15,21,14,21,20,5,8,7,"$67,900",0,"$50,253"
00187082,$8.00,5,20,2,10,$5.00,$7.80,$7.90,5,125,15,35,72,7,16,31,"$105,500",37,"$50,253"
00052116,$10.00,4,26,3,14,$15.00,$9.75,$9.27,4,112,21,43,114,7,18,41,"$68,000",29,"$39,877"
00022264,$10.00,2,2,1,1,$25.00,$22.50,$22.50,26,32,10,26,26,4,11,10,"$125,000",39,"$51,059"
00002512,$25.00,2,2,1,1,$25.00,$25.00,$25.00,16,20,24,29,28,10,12,11,"$125,000",0,"$51,059"
00022337,$10.00,2,4,2,2,$6.00,$12.50,$9.25,20,33,13,31,32,6,15,13,"$51,400",45,$0
00022425,$20.00,1,11,0,6,$10.00,$10.00,$13.82,18,113,11,27,66,4,4,25,"$45,400",34,"$38,566"
00022438,$10.00,3,13,1,6,$10.00,$10.33,$8.62,16,95,13,31,62,5,13,25,"$32,300",15,$0
00022445,$21.00,2,2,1,1,$15.00,$15.00,$15.00,18,29,10,23,21,4,10,9,"$77,700",40,"$44,394"
00022499,$10.00,6,13,3,5,$20.00,$18.67,$15.62,20,86,15,35,65,6,16,24,"$43,800",26,"$38,598"
00022520,$26.00,1,5,0,2,$15.00,$11.00,$9.80,20,75,11,22,40,5,5,14,"$42,100",26,"$31,786"
00021599,$7.00,3,19,1,12,$7.00,$5.67,$5.00,16,126,14,33,71,5,13,29,"$116,800",26,$0
00022644,$21.00,3,10,3,7,$15.00,$13.67,$9.20,20,79,13,30,54,6,13,20,"$48,900",24,"$34,855"
00022664,$17.00,3,9,2,6,$17.00,$16.33,$15.44,24,75,11,31,53,6,16,21,"$38,600",21,$0
00022696,$20.00,3,4,3,3,$10.00,$8.67,$11.50,17,24,12,21,22,6,11,9,"$63,000",27,"$45,833"
00022779,$20.00,4,15,4,12,$20.00,$20.00,$12.53,20,127,13,30,72,6,15,30,"$53,500",28,"$33,862"
00022817,$10.00,2,5,1,3,$20.00,$15.00,$16.00,15,57,16,34,49,6,14,18,"$45,100",17,"$37,644"
00022900,$10.00,2,6,1,3,$10.00,$20.50,$21.33,17,81,13,29,54,6,13,22,"$75,000",0,$0
00022942,$9.00,4,4,2,2,$11.00,$8.50,$8.50,19,27,14,27,24,6,12,10,"$61,600",36,"$49,946"
00190634,$20.00,4,21,4,17,$10.00,$10.00,$8.00,17,128,16,36,84,6,17,33,"$83,400",46,$0
00022984,$1.00,4,11,3,6,$10.00,$9.50,$6.00,15,53,14,36,46,7,18,20,$0,4,$0
00023003,$15.00,2,18,2,8,$13.00,$13.00,$9.67,24,105,10,29,69,5,13,27,"$84,800",40,$0
00022989,$11.00,4,5,1,1,$12.00,$11.75,$11.40,15,34,12,29,27,6,14,12,"$59,600",42,"$49,308"
00023022,$15.00,3,6,2,3,$15.00,$14.33,$13.17,17,56,14,32,43,6,14,17,"$77,700",37,"$46,493"
00023027,$15.00,2,9,2,7,$21.00,$20.50,$14.89,21,76,14,34,61,6,16,22,"$68,500",48,"$46,493"
00023056,$12.50,6,8,5,7,$4.00,$4.33,$4.00,16,45,13,32,36,6,15,15,"$129,900",36,"$71,568"
00023184,$10.00,2,5,0,3,$20.00,$20.00,$14.00,16,80,12,26,49,5,5,18,"$39,100",24,"$36,002"
00006308,$12.00,3,18,3,10,$9.00,$9.67,$10.78,5,115,37,55,116,7,16,35,"$45,400",29,"$40,049"
00023412,$19.00,4,4,3,3,$12.00,$11.00,$11.00,16,29,16,29,27,6,12,10,"$23,700",26,"$44,411"
00023465,$15.00,2,6,0,2,$15.00,$15.00,$12.00,18,75,12,31,42,5,5,17,"$68,900",51,"$26,328"
00023491,$10.00,1,6,0,2,$15.00,$15.00,$9.17,25,107,9,28,54,4,4,23,"$82,400",30,"$37,446"
00023603,$25.00,1,2,1,1,$10.00,$15.00,$12.50,15,16,14,19,16,5,7,6,"$82,400",30,"$50,244"
00023723,$10.00,8,9,4,4,$10.00,$8.13,$7.56,16,33,13,29,28,6,14,12,"$88,000",32,"$45,463"
00023732,$4.00,4,20,3,13,$6.00,$4.50,$4.95,18,127,11,29,70,5,14,30,"$106,000",39,$0
00188078,$10.00,2,24,1,14,$10.00,$12.50,$11.13,19,105,7,15,42,2,6,19,"$108,300",35,$0
00023930,$5.00,4,9,2,5,$5.00,$5.38,$4.28,15,65,11,23,41,5,10,15,"$89,100",35,"$49,805"
00023934,$25.00,2,14,1,10,$16.00,$13.00,$3.59,21,123,12,26,59,5,11,23,"$105,600",12,"$49,805"
00023989,$15.00,2,3,1,2,$15.00,$10.00,$8.33,19,41,6,22,24,2,8,8,"$51,700",50,"$31,972"
00024080,$25.00,1,1,0,0,$25.00,$25.00,$25.00,20,20,10,16,15,5,5,6,"$47,500",21,"$40,882"
00024152,$8.00,7,19,4,7,$7.00,$7.43,$6.79,20,56,12,33,50,4,14,19,"$78,800",41,"$43,720"
00024212,$6.00,2,4,2,2,$10.00,$5.00,$6.25,18,28,13,26,24,6,12,10,"$281,700",48,"$61,637"
00024272,$20.00,5,10,2,6,$20.00,$16.00,$12.40,16,111,13,32,67,6,15,28,"$66,400",35,"$43,508"
00024320,$6.00,3,11,3,9,$3.00,$7.67,$5.73,15,81,11,26,56,5,12,20,"$38,700",25,"$36,326"
00024386,$18.00,2,4,0,0,$18.00,$17.00,$11.50,18,52,12,32,39,6,6,16,"$97,700",27,"$46,891"
00024902,$8.00,2,6,1,2,$10.00,$10.00,$7.17,18,56,12,30,39,6,13,14,"$47,300",32,"$34,183"
00032975,$25.00,1,8,0,6,$25.00,$25.00,$10.88,17,80,8,27,52,4,4,20,"$64,500",30,$0
00065437,$13.00,5,8,3,4,$14.00,$12.40,$9.88,18,74,14,31,43,6,14,17,"$52,500",0,$0
00024420,$12.00,4,8,2,4,$14.00,$12.25,$8.63,16,80,14,33,52,6,14,19,"$133,300",3,$0
00024663,$16.00,6,14,2,5,$17.00,$14.83,$10.07,16,81,15,37,60,6,17,24,"$38,100",19,$0
00024666,$15.00,3,10,2,3,$15.00,$13.33,$10.90,23,88,12,34,62,6,17,26,"$91,600",22,"$56,887"
00024711,$10.00,1,16,0,10,$11.00,$11.00,$5.88,19,128,11,29,71,4,4,29,"$47,700",32,"$37,591"
00024722,$3.00,5,9,1,2,$3.00,$3.72,$3.29,18,43,13,30,35,6,14,13,"$55,100",34,"$49,257"
00024747,$15.00,3,5,2,4,$15.00,$12.33,$9.00,16,65,14,27,39,6,11,14,"$141,900",32,"$70,742"
00014420,$10.00,2,9,1,4,$15.00,$13.00,$8.67,23,80,13,33,62,6,15,23,"$47,300",36,"$42,254"
00024871,$16.00,3,3,2,2,$15.00,$9.67,$9.67,17,30,11,25,22,5,11,9,"$68,200",27,"$45,845"
00024869,$8.00,7,8,6,6,$7.00,$7.71,$8.00,16,29,14,29,29,6,14,12,"$68,200",27,"$45,845"
00024896,$15.00,2,6,1,4,$15.00,$15.00,$10.33,18,98,14,31,56,6,13,23,"$197,400",60,"$54,848"
00024949,$16.00,3,10,2,6,$16.00,$16.00,$10.70,23,92,8,21,41,5,14,20,"$48,200",31,"$42,787"
00024900,$25.00,3,3,1,1,$10.00,$11.67,$11.67,18,28,13,26,24,6,12,10,"$54,800",29,"$42,787"
00024940,$15.00,7,15,5,12,$7.00,$7.71,$6.47,16,122,13,34,62,6,16,28,"$76,100",32,"$70,359"
00024975,$20.00,1,2,0,0,$20.00,$20.00,$15.00,19,30,10,23,21,4,4,8,"$54,500",36,"$51,462"
00016907,$25.00,3,4,1,1,$25.00,$13.00,$11.00,18,32,13,26,24,6,11,9,"$79,200",24,"$51,462"
00024991,$11.00,4,18,3,10,$12.00,$10.50,$7.61,19,98,12,30,66,6,15,26,"$65,100",32,"$51,462"
00025073,$21.00,3,9,1,3,$15.00,$11.00,$7.67,19,86,13,31,56,6,15,21,"$52,400",22,"$51,813"
00025107,$5.00,4,17,2,10,$7.00,$6.00,$5.82,17,104,13,34,67,6,17,28,"$80,300",22,$0
00025226,$12.50,9,24,5,14,$10.00,$10.00,$9.13,22,93,14,36,66,6,17,26,"$79,900",59,"$58,490"
00025277,$17.00,1,1,1,1,$15.00,$15.00,$15.00,19,19,10,14,11,4,6,5,"$74,700",51,"$65,141"
00190635,$32.00,2,3,2,2,$15.00,$10.00,$8.67,24,29,11,24,23,5,11,9,"$38,900",0,"$39,388"
00022645,$8.00,2,11,1,7,$4.00,$10.50,$7.27,17,105,16,36,59,6,15,25,"$41,600",28,$0
00025448,$10.00,5,19,1,7,$8.00,$7.80,$6.42,15,79,14,35,62,6,17,25,"$101,400",39,"$51,104"
00000263,$10.00,5,16,5,11,$14.00,$14.00,$11.63,5,87,29,50,91,11,21,33,"$215,600",42,$0
00025519,$15.00,2,6,1,2,$10.00,$11.00,$11.83,18,76,17,34,52,6,13,18,"$253,500",50,"$78,618"
00025576,$21.00,1,11,0,6,$15.00,$15.00,$7.82,16,92,6,18,34,2,2,13,"$120,100",34,"$54,815"
00027267,$10.00,2,8,1,5,$25.00,$17.50,$7.88,23,92,13,32,49,6,14,22,"$109,400",41,"$62,414"
00027338,$7.00,4,21,1,8,$6.00,$7.25,$5.67,16,123,13,34,66,6,16,30,"$45,600",50,"$43,212"
00027310,$15.00,2,2,1,1,$15.00,$10.00,$10.00,18,28,10,22,20,4,9,8,"$86,600",25,"$52,074"
